path,id,phrase,emotion,intensity
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-03-02-02-01-08.wav,08,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-06-01-01-01-08.wav,08,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-03-02-01-02-08.wav,08,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-07-01-02-02-08.wav,08,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-05-02-02-01-08.wav,08,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-04-01-02-02-08.wav,08,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-04-01-01-01-08.wav,08,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-07-02-01-01-08.wav,08,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-04-02-02-02-08.wav,08,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-03-02-02-02-08.wav,08,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-07-01-02-01-08.wav,08,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-01-01-02-02-08.wav,08,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-03-01-02-01-08.wav,08,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-06-02-01-02-08.wav,08,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-05-02-01-02-08.wav,08,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-07-02-01-02-08.wav,08,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-06-02-01-01-08.wav,08,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-04-02-01-02-08.wav,08,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-06-01-02-01-08.wav,08,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_08/03-01-07-01-01-02-08.wav,08,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-01-01-01-09.wav,09,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-02-01-02-09.wav,09,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-02-01-01-09.wav,09,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-02-02-01-09.wav,09,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-01-02-02-09.wav,09,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-01-01-01-09.wav,09,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-02-02-02-09.wav,09,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-02-01-02-09.wav,09,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-02-02-02-09.wav,09,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-01-01-02-09.wav,09,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-01-01-02-01-09.wav,09,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-02-02-01-09.wav,09,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-01-02-01-09.wav,09,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-01-01-02-09.wav,09,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-01-01-01-09.wav,09,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-01-02-01-09.wav,09,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-02-02-02-09.wav,09,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-01-02-01-09.wav,09,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-02-01-02-09.wav,09,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-01-02-01-09.wav,09,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-02-01-01-09.wav,09,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-02-02-01-09.wav,09,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-02-01-01-09.wav,09,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-02-01-01-09.wav,09,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-02-02-01-09.wav,09,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-01-01-01-02-09.wav,09,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-01-01-02-09.wav,09,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-02-02-02-09.wav,09,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-01-02-02-09.wav,09,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-01-01-01-01-09.wav,09,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-02-02-01-09.wav,09,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-02-01-01-09.wav,09,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-02-01-02-09.wav,09,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-01-01-02-02-09.wav,09,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-01-02-02-09.wav,09,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-05-01-01-01-09.wav,09,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-01-02-02-09.wav,09,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-01-01-01-09.wav,09,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-01-02-01-09.wav,09,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-06-01-01-02-09.wav,09,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-01-02-02-09.wav,09,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-07-02-02-02-09.wav,09,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-03-01-01-02-09.wav,09,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_09/03-01-04-02-01-02-09.wav,09,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-02-02-02-10.wav,10,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-02-01-02-10.wav,10,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-01-02-01-10.wav,10,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-01-02-02-10.wav,10,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-02-01-01-10.wav,10,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-01-02-02-10.wav,10,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-01-02-02-10.wav,10,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-02-02-01-10.wav,10,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-01-01-02-10.wav,10,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-01-02-01-10.wav,10,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-02-02-02-10.wav,10,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-02-01-01-10.wav,10,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-02-01-02-10.wav,10,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-02-01-01-10.wav,10,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-02-02-01-10.wav,10,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-01-01-01-10.wav,10,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-02-01-02-10.wav,10,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-02-01-01-10.wav,10,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-01-01-01-01-10.wav,10,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-01-01-01-10.wav,10,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-02-01-02-10.wav,10,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-01-01-02-01-10.wav,10,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-02-01-02-10.wav,10,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-01-01-02-10.wav,10,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-01-02-01-10.wav,10,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-02-02-02-10.wav,10,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-01-02-02-10.wav,10,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-01-02-02-10.wav,10,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-01-01-02-10.wav,10,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-02-02-02-10.wav,10,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-01-01-02-10.wav,10,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-02-02-01-10.wav,10,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-05-01-01-01-10.wav,10,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-01-02-01-10.wav,10,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-02-02-02-10.wav,10,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-02-02-01-10.wav,10,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-01-01-01-10.wav,10,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-03-01-01-02-10.wav,10,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-01-01-02-02-10.wav,10,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-01-01-01-02-10.wav,10,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-04-01-02-01-10.wav,10,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-01-01-01-10.wav,10,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-06-02-02-01-10.wav,10,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_10/03-01-07-02-01-01-10.wav,10,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-02-02-01-11.wav,11,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-01-01-01-11.wav,11,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-01-01-02-11.wav,11,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-02-02-01-11.wav,11,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-01-01-02-02-11.wav,11,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-01-01-01-02-11.wav,11,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-02-02-01-11.wav,11,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-01-02-02-11.wav,11,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-01-01-01-11.wav,11,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-01-01-02-11.wav,11,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-01-02-02-11.wav,11,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-01-02-02-11.wav,11,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-01-02-01-11.wav,11,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-01-01-02-11.wav,11,01,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-01-01-01-11.wav,11,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-01-02-01-11.wav,11,02,SAD,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-02-01-02-11.wav,11,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-02-02-01-11.wav,11,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-01-01-01-11.wav,11,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-02-02-02-11.wav,11,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-02-01-02-11.wav,11,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-01-01-02-01-11.wav,11,02,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-02-01-02-11.wav,11,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-02-01-02-11.wav,11,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-01-01-02-11.wav,11,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-01-01-01-11.wav,11,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-02-01-01-11.wav,11,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-02-02-02-11.wav,11,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-02-01-01-11.wav,11,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-01-02-01-11.wav,11,02,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-01-02-02-11.wav,11,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-02-01-01-11.wav,11,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-02-02-02-11.wav,11,02,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-01-02-02-11.wav,11,02,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-02-02-02-11.wav,11,02,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-02-01-01-11.wav,11,01,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-02-01-01-11.wav,11,01,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-03-01-02-01-11.wav,11,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-07-02-02-01-11.wav,11,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-04-02-01-02-11.wav,11,01,SAD,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-05-01-02-01-11.wav,11,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-01-01-02-11.wav,11,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-06-02-02-02-11.wav,11,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_11/03-01-01-01-01-01-11.wav,11,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-05-02-01-01-12.wav,12,01,ANG,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-01-01-01-02-12.wav,12,01,NEU,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-07-02-02-02-12.wav,12,02,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-03-01-01-02-12.wav,12,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-06-01-01-01-12.wav,12,01,FEA,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-03-01-02-02-12.wav,12,02,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-03-01-01-01-12.wav,12,01,HAP,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-06-02-02-01-12.wav,12,02,FEA,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-03-02-02-02-12.wav,12,02,HAP,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-05-01-01-01-12.wav,12,01,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-07-02-01-02-12.wav,12,01,DIS,HI
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-05-01-02-01-12.wav,12,02,ANG,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-07-01-01-02-12.wav,12,01,DIS,MD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/RAVDESS/Actor_12/03-01-07-01-02-02-12.wav,12,02,DIS,MD
