path,id,phrase,emotion
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_half_fear.wav,YAF,half,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_bone_disgust.wav,YAF,bone,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pole_neutral.wav,OAF,pole,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_perch_fear.wav,OAF,perch,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rush_angry.wav,YAF,rush,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_laud_disgust.wav,OAF,laud,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_peg_disgust.wav,OAF,peg,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_five_disgust.wav,YAF,five,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_tire_disgust.wav,YAF,tire,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pool_neutral.wav,YAF,pool,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sheep_angry.wav,OAF,sheep,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_have_fear.wav,YAF,have,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cause_neutral.wav,YAF,cause,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_deep_sad.wav,OAF,deep,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_live_disgust.wav,YAF,live,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wash_neutral.wav,OAF,wash,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_kite_fear.wav,OAF,kite,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hole_sad.wav,OAF,hole,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rough_sad.wav,YAF,rough,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_vine_sad.wav,YAF,vine,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_kite_sad.wav,YAF,kite,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_name_fear.wav,OAF,name,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_note_angry.wav,OAF,note,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_life_fear.wav,OAF,life,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_germ_happy.wav,YAF,germ,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_choice_fear.wav,OAF,choice,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_far_fear.wav,OAF,far,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_puff_neutral.wav,YAF,puff,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ring_fear.wav,OAF,ring,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_note_fear.wav,YAF,note,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_yes_sad.wav,YAF,yes,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_void_fear.wav,OAF,void,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shawl_angry.wav,YAF,shawl,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_beg_fear.wav,OAF,beg,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_learn_fear.wav,YAF,learn,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_live_sad.wav,OAF,live,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hash_neutral.wav,YAF,hash,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_team_angry.wav,YAF,team,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_reach_disgust.wav,YAF,reach,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_burn_angry.wav,OAF,burn,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_beg_sad.wav,OAF,beg,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mop_happy.wav,OAF,mop,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_have_happy.wav,OAF,have,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mouse_disgust.wav,YAF,mouse,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chief_sad.wav,YAF,chief,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rot_angry.wav,OAF,rot,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_long_happy.wav,YAF,long,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_juice_sad.wav,YAF,juice,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hate_fear.wav,OAF,hate,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_name_disgust.wav,YAF,name,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_knock_sad.wav,YAF,knock,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pick_disgust.wav,OAF,pick,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lore_happy.wav,OAF,lore,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_keg_fear.wav,OAF,keg,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lid_happy.wav,YAF,lid,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cheek_neutral.wav,OAF,cheek,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chat_fear.wav,YAF,chat,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rag_neutral.wav,YAF,rag,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shirt_sad.wav,YAF,shirt,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_thumb_happy.wav,OAF,thumb,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_match_neutral.wav,OAF,match,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_walk_disgust.wav,YAF,walk,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mop_neutral.wav,OAF,mop,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_door_angry.wav,OAF,door,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_good_disgust.wav,YAF,good,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hall_happy.wav,OAF,hall,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_time_disgust.wav,OAF,time,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lean_happy.wav,OAF,lean,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_gun_fear.wav,OAF,gun,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_five_fear.wav,YAF,five,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lot_angry.wav,YAF,lot,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chat_neutral.wav,OAF,chat,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_haze_neutral.wav,OAF,haze,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_said_fear.wav,OAF,said,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sail_happy.wav,OAF,sail,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_raid_disgust.wav,YAF,raid,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mood_angry.wav,YAF,mood,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hate_angry.wav,OAF,hate,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_size_angry.wav,YAF,size,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pain_fear.wav,YAF,pain,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pick_neutral.wav,OAF,pick,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_get_sad.wav,YAF,get,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fit_happy.wav,OAF,fit,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_thumb_disgust.wav,OAF,thumb,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dog_fear.wav,OAF,dog,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_bean_angry.wav,OAF,bean,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pike_happy.wav,YAF,pike,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cab_neutral.wav,OAF,cab,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hole_fear.wav,YAF,hole,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_near_sad.wav,YAF,near,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_met_angry.wav,YAF,met,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pass_sad.wav,YAF,pass,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hurl_angry.wav,YAF,hurl,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sub_disgust.wav,OAF,sub,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_limb_disgust.wav,OAF,limb,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_wag_happy.wav,YAF,wag,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_wife_happy.wav,YAF,wife,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_ditch_happy.wav,YAF,ditch,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_germ_angry.wav,YAF,germ,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_room_sad.wav,YAF,room,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_said_angry.wav,YAF,said,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rat_disgust.wav,OAF,rat,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_yearn_neutral.wav,OAF,yearn,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_loaf_sad.wav,OAF,loaf,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_name_neutral.wav,OAF,name,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shout_angry.wav,YAF,shout,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_laud_happy.wav,OAF,laud,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_white_sad.wav,OAF,white,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_boat_angry.wav,YAF,boat,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_raid_neutral.wav,OAF,raid,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_join_angry.wav,YAF,join,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sour_fear.wav,OAF,sour,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_half_disgust.wav,OAF,half,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_back_angry.wav,YAF,back,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ton_sad.wav,OAF,ton,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_bath_disgust.wav,YAF,bath,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_thumb_sad.wav,OAF,thumb,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_page_neutral.wav,OAF,page,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_walk_happy.wav,YAF,walk,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_turn_disgust.wav,OAF,turn,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_yes_disgust.wav,OAF,yes,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rag_neutral.wav,OAF,rag,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_thumb_happy.wav,YAF,thumb,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_such_angry.wav,OAF,such,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_came_happy.wav,OAF,came,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_phone_disgust.wav,OAF,phone,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_make_neutral.wav,YAF,make,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cool_happy.wav,YAF,cool,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_home_neutral.wav,OAF,home,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rat_happy.wav,YAF,rat,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_bought_sad.wav,YAF,bought,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_food_sad.wav,YAF,food,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_base_angry.wav,YAF,base,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_keep_happy.wav,YAF,keep,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shawl_happy.wav,OAF,shawl,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_dodge_disgust.wav,YAF,dodge,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rough_disgust.wav,OAF,rough,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hole_disgust.wav,YAF,hole,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shirt_angry.wav,OAF,shirt,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chief_angry.wav,YAF,chief,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soap_happy.wav,YAF,soap,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_raise_sad.wav,OAF,raise,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_calm_fear.wav,YAF,calm,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fall_angry.wav,OAF,fall,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cool_sad.wav,OAF,cool,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chain_sad.wav,YAF,chain,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shall_sad.wav,OAF,shall,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soap_disgust.wav,YAF,soap,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_date_happy.wav,OAF,date,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rough_angry.wav,YAF,rough,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_tough_disgust.wav,YAF,tough,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_knock_neutral.wav,OAF,knock,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_back_fear.wav,YAF,back,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sub_happy.wav,OAF,sub,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_numb_angry.wav,YAF,numb,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shirt_disgust.wav,OAF,shirt,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rot_neutral.wav,YAF,rot,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sell_angry.wav,OAF,sell,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cheek_disgust.wav,YAF,cheek,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_note_disgust.wav,YAF,note,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_base_neutral.wav,OAF,base,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_void_sad.wav,OAF,void,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_keen_disgust.wav,YAF,keen,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_came_fear.wav,YAF,came,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_reach_angry.wav,OAF,reach,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pass_happy.wav,OAF,pass,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_size_neutral.wav,YAF,size,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lease_sad.wav,YAF,lease,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hash_fear.wav,YAF,hash,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_king_disgust.wav,OAF,king,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hit_happy.wav,YAF,hit,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cab_sad.wav,OAF,cab,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lot_angry.wav,OAF,lot,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_numb_disgust.wav,YAF,numb,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_choice_disgust.wav,OAF,choice,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cool_fear.wav,OAF,cool,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chat_disgust.wav,OAF,chat,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_get_angry.wav,OAF,get,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_should_happy.wav,OAF,should,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tip_sad.wav,OAF,tip,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_goose_sad.wav,OAF,goose,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_numb_neutral.wav,YAF,numb,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_search_neutral.wav,OAF,search,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_keen_fear.wav,OAF,keen,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_red_sad.wav,YAF,red,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lot_fear.wav,OAF,lot,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_met_fear.wav,YAF,met,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shout_fear.wav,OAF,shout,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_choice_sad.wav,OAF,choice,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_soap_neutral.wav,OAF,soap,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rose_happy.wav,OAF,rose,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_gun_disgust.wav,YAF,gun,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_sub_angry.wav,YAF,sub,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hole_sad.wav,YAF,hole,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lease_happy.wav,YAF,lease,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_far_happy.wav,OAF,far,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_get_happy.wav,OAF,get,HAP
